1.101000 	 3.462368
1.106990 	 3.454582
1.112980 	 3.447297
1.118970 	 3.440460
1.124960 	 3.434025
1.130950 	 3.427953
1.136940 	 3.422209
1.142930 	 3.416765
1.148920 	 3.411593
1.154910 	 3.406671
1.160900 	 3.401978
1.166890 	 3.397496
1.172880 	 3.393210
1.178870 	 3.389104
1.184860 	 3.385165
1.190850 	 3.381383
1.196840 	 3.377746
1.202830 	 3.374245
1.208820 	 3.370872
1.214810 	 3.367617
1.220801 	 3.364475
1.226791 	 3.361438
1.232781 	 3.358501
1.238771 	 3.355658
1.244761 	 3.352903
1.250751 	 3.350233
1.256741 	 3.347643
1.262731 	 3.345129
1.268721 	 3.342686
1.274711 	 3.340312
1.280701 	 3.338003
1.286691 	 3.335757
1.292681 	 3.333570
1.298671 	 3.331439
1.304661 	 3.329364
1.310651 	 3.327340
1.316641 	 3.325366
1.322631 	 3.323440
1.328621 	 3.321560
1.334611 	 3.319724
1.340601 	 3.317931
1.346591 	 3.316178
1.352581 	 3.314465
1.358571 	 3.312789
1.364561 	 3.311151
1.370551 	 3.309547
1.376541 	 3.307977
1.382531 	 3.306440
1.388521 	 3.304935
1.394511 	 3.303460
1.400501 	 3.302015
1.406491 	 3.300599
1.412481 	 3.299210
1.418471 	 3.297849
1.424461 	 3.296513
1.430452 	 3.295203
1.436442 	 3.293918
1.442432 	 3.292656
1.448422 	 3.291417
1.454412 	 3.290201
1.460402 	 3.289007
1.466392 	 3.287834
1.472382 	 3.286681
1.478372 	 3.285549
1.484362 	 3.284436
1.490352 	 3.283342
1.496342 	 3.282267
1.502332 	 3.281209
1.508322 	 3.280169
1.514312 	 3.279147
1.520302 	 3.278141
1.526292 	 3.277151
1.532282 	 3.276177
1.538272 	 3.275218
1.544262 	 3.274275
1.550252 	 3.273346
1.556242 	 3.272432
1.562232 	 3.271532
1.568222 	 3.270646
1.574212 	 3.269773
1.580202 	 3.268913
1.586192 	 3.268065
1.592182 	 3.267231
1.598172 	 3.266409
1.604162 	 3.265598
1.610152 	 3.264800
1.616142 	 3.264013
1.622132 	 3.263237
1.628122 	 3.262472
1.634112 	 3.261718
1.640103 	 3.260974
1.646093 	 3.260241
1.652083 	 3.259517
1.658073 	 3.258804
1.664063 	 3.258101
1.670053 	 3.257406
1.676043 	 3.256721
1.682033 	 3.256046
1.688023 	 3.255379
1.694013 	 3.254721
