0.93 	 3.41773 
0.931 	 3.41571 
0.932 	 3.41373 
0.933 	 3.41177 
0.934 	 3.40985 
0.935 	 3.40796 
0.936 	 3.4061 
0.937 	 3.40427 
0.938 	 3.40247 
0.939 	 3.40069 
0.94 	 3.39894 
0.941 	 3.39722 
0.942 	 3.39553 
0.943 	 3.39386 
0.944 	 3.39221 
0.945 	 3.39059 
0.946 	 3.38899 
0.947 	 3.38741 
0.948 	 3.38585 
0.949 	 3.38432 
0.95 	 3.38281 
0.951 	 3.38131 
0.952 	 3.37984 
0.953 	 3.37839 
0.954 	 3.37695 
0.955 	 3.37554 
0.956 	 3.37414 
0.957 	 3.37276 
0.958 	 3.3714 
0.959 	 3.37005 
0.96 	 3.36872 
0.961 	 3.36741 
0.962 	 3.36611 
0.963 	 3.36483 
0.964 	 3.36356 
0.965 	 3.36231 
0.966 	 3.36107 
0.967 	 3.35985 
0.968 	 3.35864 
0.969 	 3.35744 
0.97 	 3.35626 
0.971 	 3.35509 
0.972 	 3.35393 
0.973 	 3.35279 
0.974 	 3.35166 
0.975 	 3.35054 
0.976 	 3.34943 
0.977 	 3.34833 
0.978 	 3.34725 
0.979 	 3.34618 
0.98 	 3.34511 
0.981 	 3.34406 
0.982 	 3.34302 
0.983 	 3.34199 
0.984 	 3.34097 
0.985 	 3.33996 
0.986 	 3.33896 
0.987 	 3.33797 
0.988 	 3.33698 
0.989 	 3.33601 
0.99 	 3.33505 
0.991 	 3.33409 
0.992 	 3.33315 
0.993 	 3.33221 
0.994 	 3.33128 
0.995 	 3.33036 
0.996 	 3.32945 
0.997 	 3.32855 
0.998 	 3.32765 
0.999 	 3.32677 
1 	 3.32589 
1.001 	 3.32502 
1.002 	 3.32415 
1.003 	 3.32329 
1.004 	 3.32244 
1.005 	 3.3216 
1.006 	 3.32077 
1.007 	 3.31994 
1.008 	 3.31911 
1.009 	 3.3183 
1.01 	 3.31749 
1.011 	 3.31669 
1.012 	 3.31589 
1.013 	 3.3151 
1.014 	 3.31432 
1.015 	 3.31354 
1.016 	 3.31277 
1.017 	 3.31201 
1.018 	 3.31125 
1.019 	 3.3105 
1.02 	 3.30975 
1.021 	 3.30901 
1.022 	 3.30827 
1.023 	 3.30754 
1.024 	 3.30682 
1.025 	 3.3061 
1.026 	 3.30538 
1.027 	 3.30467 
1.028 	 3.30397 
1.029 	 3.30327 
1.03 	 3.30258 
1.031 	 3.30189 
1.032 	 3.3012 
1.033 	 3.30052 
1.034 	 3.29985 
1.035 	 3.29918 
1.036 	 3.29851 
1.037 	 3.29785 
1.038 	 3.2972 
1.039 	 3.29654 
1.04 	 3.2959 
1.041 	 3.29525 
1.042 	 3.29462 
1.043 	 3.29398 
1.044 	 3.29335 
1.045 	 3.29272 
1.046 	 3.2921 
1.047 	 3.29148 
1.048 	 3.29087 
1.049 	 3.29026 
1.05 	 3.28965 
1.051 	 3.28905 
1.052 	 3.28845 
1.053 	 3.28786 
1.054 	 3.28727 
1.055 	 3.28668 
1.056 	 3.2861 
1.057 	 3.28552 
1.058 	 3.28494 
1.059 	 3.28437 
1.06 	 3.2838 
1.061 	 3.28323 
1.062 	 3.28267 
1.063 	 3.28211 
1.064 	 3.28155 
1.065 	 3.281 
1.066 	 3.28045 
1.067 	 3.27991 
1.068 	 3.27936 
1.069 	 3.27882 
1.07 	 3.27829 
1.071 	 3.27775 
1.072 	 3.27722 
1.073 	 3.2767 
1.074 	 3.27617 
1.075 	 3.27565 
1.076 	 3.27513 
1.077 	 3.27462 
1.078 	 3.2741 
1.079 	 3.27359 
1.08 	 3.27309 
1.081 	 3.27258 
1.082 	 3.27208 
1.083 	 3.27158 
1.084 	 3.27109 
1.085 	 3.27059 
1.086 	 3.2701 
1.087 	 3.26962 
1.088 	 3.26913 
1.089 	 3.26865 
1.09 	 3.26817 
1.091 	 3.26769 
1.092 	 3.26721 
1.093 	 3.26674 
1.094 	 3.26627 
1.095 	 3.2658 
1.096 	 3.26534 
1.097 	 3.26488 
1.098 	 3.26442 
1.099 	 3.26396 
1.1 	 3.2635 
1.101 	 3.26305 
1.102 	 3.2626 
1.103 	 3.26215 
1.104 	 3.2617 
1.105 	 3.26126 
1.106 	 3.26082 
1.107 	 3.26038 
1.108 	 3.25994 
1.109 	 3.2595 
1.11 	 3.25907 
1.111 	 3.25864 
1.112 	 3.25821 
1.113 	 3.25778 
1.114 	 3.25736 
1.115 	 3.25693 
1.116 	 3.25651 
1.117 	 3.25609 
1.118 	 3.25568 
1.119 	 3.25526 
1.12 	 3.25485 
1.121 	 3.25444 
1.122 	 3.25403 
1.123 	 3.25362 
1.124 	 3.25322 
1.125 	 3.25281 
1.126 	 3.25241 
1.127 	 3.25201 
1.128 	 3.25161 
1.129 	 3.25122 
1.13 	 3.25082 
1.131 	 3.25043 
1.132 	 3.25004 
1.133 	 3.24965 
1.134 	 3.24927 
1.135 	 3.24888 
1.136 	 3.2485 
1.137 	 3.24812 
1.138 	 3.24774 
1.139 	 3.24736 
1.14 	 3.24698 
1.141 	 3.24661 
1.142 	 3.24623 
1.143 	 3.24586 
1.144 	 3.24549 
1.145 	 3.24512 
1.146 	 3.24476 
1.147 	 3.24439 
1.148 	 3.24403 
1.149 	 3.24366 
1.15 	 3.2433 
1.151 	 3.24294 
1.152 	 3.24259 
1.153 	 3.24223 
1.154 	 3.24188 
1.155 	 3.24152 
1.156 	 3.24117 
1.157 	 3.24082 
1.158 	 3.24047 
1.159 	 3.24013 
1.16 	 3.23978 
1.161 	 3.23944 
1.162 	 3.23909 
1.163 	 3.23875 
1.164 	 3.23841 
1.165 	 3.23808 
1.166 	 3.23774 
1.167 	 3.2374 
1.168 	 3.23707 
1.169 	 3.23674 
1.17 	 3.2364 
1.171 	 3.23607 
1.172 	 3.23574 
1.173 	 3.23542 
1.174 	 3.23509 
1.175 	 3.23477 
1.176 	 3.23444 
1.177 	 3.23412 
1.178 	 3.2338 
1.179 	 3.23348 
1.18 	 3.23316 
1.181 	 3.23284 
1.182 	 3.23253 
1.183 	 3.23221 
1.184 	 3.2319 
1.185 	 3.23159 
1.186 	 3.23128 
1.187 	 3.23097 
1.188 	 3.23066 
1.189 	 3.23035 
1.19 	 3.23004 
1.191 	 3.22974 
1.192 	 3.22943 
1.193 	 3.22913 
1.194 	 3.22883 
1.195 	 3.22853 
1.196 	 3.22823 
1.197 	 3.22793 
1.198 	 3.22763 
1.199 	 3.22734 
1.2 	 3.22704 
1.201 	 3.22675 
1.202 	 3.22646 
1.203 	 3.22617 
1.204 	 3.22588 
1.205 	 3.22559 
1.206 	 3.2253 
1.207 	 3.22501 
1.208 	 3.22473 
1.209 	 3.22444 
1.21 	 3.22416 
1.211 	 3.22387 
1.212 	 3.22359 
1.213 	 3.22331 
1.214 	 3.22303 
1.215 	 3.22275 
1.216 	 3.22247 
1.217 	 3.2222 
1.218 	 3.22192 
1.219 	 3.22165 
1.22 	 3.22137 
1.221 	 3.2211 
1.222 	 3.22083 
1.223 	 3.22056 
1.224 	 3.22029 
1.225 	 3.22002 
1.226 	 3.21975 
1.227 	 3.21948 
1.228 	 3.21922 
1.229 	 3.21895 
1.23 	 3.21869 
1.231 	 3.21842 
1.232 	 3.21816 
1.233 	 3.2179 
1.234 	 3.21764 
1.235 	 3.21738 
1.236 	 3.21712 
1.237 	 3.21686 
1.238 	 3.21661 
1.239 	 3.21635 
1.24 	 3.21609 
1.241 	 3.21584 
1.242 	 3.21559 
1.243 	 3.21533 
1.244 	 3.21508 
1.245 	 3.21483 
1.246 	 3.21458 
1.247 	 3.21433 
1.248 	 3.21408 
1.249 	 3.21384 
1.25 	 3.21359 
1.251 	 3.21334 
1.252 	 3.2131 
1.253 	 3.21286 
1.254 	 3.21261 
1.255 	 3.21237 
1.256 	 3.21213 
1.257 	 3.21189 
1.258 	 3.21165 
1.259 	 3.21141 
1.26 	 3.21117 
1.261 	 3.21093 
1.262 	 3.21069 
1.263 	 3.21046 
1.264 	 3.21022 
1.265 	 3.20999 
1.266 	 3.20975 
1.267 	 3.20952 
1.268 	 3.20929 
1.269 	 3.20906 
1.27 	 3.20883 
1.271 	 3.2086 
1.272 	 3.20837 
1.273 	 3.20814 
1.274 	 3.20791 
1.275 	 3.20768 
1.276 	 3.20746 
1.277 	 3.20723 
1.278 	 3.20701 
1.279 	 3.20678 
1.28 	 3.20656 
1.281 	 3.20634 
1.282 	 3.20612 
1.283 	 3.20589 
1.284 	 3.20567 
1.285 	 3.20545 
1.286 	 3.20523 
1.287 	 3.20502 
1.288 	 3.2048 
1.289 	 3.20458 
1.29 	 3.20436 
1.291 	 3.20415 
1.292 	 3.20393 
1.293 	 3.20372 
1.294 	 3.20351 
1.295 	 3.20329 
1.296 	 3.20308 
1.297 	 3.20287 
1.298 	 3.20266 
1.299 	 3.20245 
1.3 	 3.20224 
1.301 	 3.20203 
1.302 	 3.20182 
1.303 	 3.20161 
1.304 	 3.2014 
1.305 	 3.2012 
1.306 	 3.20099 
1.307 	 3.20079 
1.308 	 3.20058 
1.309 	 3.20038 
1.31 	 3.20017 
1.311 	 3.19997 
1.312 	 3.19977 
1.313 	 3.19957 
1.314 	 3.19937 
1.315 	 3.19917 
1.316 	 3.19897 
1.317 	 3.19877 
1.318 	 3.19857 
1.319 	 3.19837 
1.32 	 3.19817 
1.321 	 3.19797 
1.322 	 3.19778 
1.323 	 3.19758 
1.324 	 3.19739 
1.325 	 3.19719 
1.326 	 3.197 
1.327 	 3.19681 
1.328 	 3.19661 
1.329 	 3.19642 
1.33 	 3.19623 
1.331 	 3.19604 
1.332 	 3.19585 
1.333 	 3.19566 
1.334 	 3.19547 
1.335 	 3.19528 
1.336 	 3.19509 
1.337 	 3.1949 
1.338 	 3.19472 
1.339 	 3.19453 
1.34 	 3.19434 
1.341 	 3.19416 
1.342 	 3.19397 
1.343 	 3.19379 
1.344 	 3.1936 
1.345 	 3.19342 
1.346 	 3.19324 
1.347 	 3.19306 
1.348 	 3.19287 
1.349 	 3.19269 
1.35 	 3.19251 
1.351 	 3.19233 
1.352 	 3.19215 
1.353 	 3.19197 
1.354 	 3.19179 
1.355 	 3.19161 
1.356 	 3.19144 
1.357 	 3.19126 
1.358 	 3.19108 
1.359 	 3.19091 
1.36 	 3.19073 
1.361 	 3.19056 
1.362 	 3.19038 
1.363 	 3.19021 
1.364 	 3.19003 
1.365 	 3.18986 
1.366 	 3.18969 
1.367 	 3.18951 
1.368 	 3.18934 
1.369 	 3.18917 
1.37 	 3.189 
1.371 	 3.18883 
1.372 	 3.18866 
1.373 	 3.18849 
1.374 	 3.18832 
1.375 	 3.18815 
1.376 	 3.18798 
1.377 	 3.18782 
1.378 	 3.18765 
1.379 	 3.18748 
1.38 	 3.18732 
1.381 	 3.18715 
1.382 	 3.18698 
1.383 	 3.18682 
1.384 	 3.18666 
1.385 	 3.18649 
1.386 	 3.18633 
1.387 	 3.18616 
1.388 	 3.186 
1.389 	 3.18584 
1.39 	 3.18568 
1.391 	 3.18552 
1.392 	 3.18536 
1.393 	 3.18519 
1.394 	 3.18503 
1.395 	 3.18488 
1.396 	 3.18472 
1.397 	 3.18456 
1.398 	 3.1844 
1.399 	 3.18424 
1.4 	 3.18408 
1.401 	 3.18393 
1.402 	 3.18377 
1.403 	 3.18361 
1.404 	 3.18346 
1.405 	 3.1833 
1.406 	 3.18315 
1.407 	 3.18299 
1.408 	 3.18284 
1.409 	 3.18268 
1.41 	 3.18253 
1.411 	 3.18238 
1.412 	 3.18223 
1.413 	 3.18207 
1.414 	 3.18192 
1.415 	 3.18177 
1.416 	 3.18162 
1.417 	 3.18147 
1.418 	 3.18132 
1.419 	 3.18117 
1.42 	 3.18102 
1.421 	 3.18087 
1.422 	 3.18072 
1.423 	 3.18057 
1.424 	 3.18042 
