0.000000	-0.079820	0.001215
0.013000	-0.079820	0.000913
0.039000	-0.079820	0.000494
0.065000	-0.079820	0.000252
0.091000	-0.079820	0.000123
0.117000	-0.079820	0.000063
0.130000	-0.079820	0.000047

0.000000	-0.039910	0.001111
0.013000	-0.039910	0.000837
0.039000	-0.039910	0.000450
0.065000	-0.039910	0.000218
0.091000	-0.039910	0.000089
0.117000	-0.039910	0.000027
0.130000	-0.039910	0.000013

0.000000	0.000000	0.001195
0.013000	0.000000	0.000936
0.039000	0.000000	0.000557
0.065000	0.000000	0.000308
0.091000	0.000000	0.000152
0.117000	0.000000	0.000061
0.130000	0.000000	0.000035

0.000000	0.039910	0.001458
0.013000	0.039910	0.001195
0.039000	0.039910	0.000789
0.065000	0.039910	0.000499
0.091000	0.039910	0.000293
0.117000	0.039910	0.000153
0.130000	0.039910	0.000104

0.000000	0.079820	0.001631
0.013000	0.079820	0.001353
0.039000	0.079820	0.000919
0.065000	0.079820	0.000606
0.091000	0.079820	0.000382
0.117000	0.079820	0.000224
0.130000	0.079820	0.000165

0.000000	0.119730	0.001568
0.013000	0.119730	0.001237
0.039000	0.119730	0.000795
0.065000	0.119730	0.000521
0.091000	0.119730	0.000340
0.117000	0.119730	0.000220
0.130000	0.119730	0.000176

0.000000	0.159640	0.001505
0.013000	0.159640	0.001148
0.039000	0.159640	0.000699
0.065000	0.159640	0.000447
0.091000	0.159640	0.000296
0.117000	0.159640	0.000202
0.130000	0.159640	0.000169

0.000000	0.199550	0.001475
0.013000	0.199550	0.001102
0.039000	0.199550	0.000642
0.065000	0.199550	0.000397
0.091000	0.199550	0.000261
0.117000	0.199550	0.000183
0.130000	0.199550	0.000157

0.000000	0.239460	0.001422
0.013000	0.239460	0.001045
0.039000	0.239460	0.000585
0.065000	0.239460	0.000347
0.091000	0.239460	0.000221
0.117000	0.239460	0.000153
0.130000	0.239460	0.000132

0.000000	0.279370	0.001319
0.013000	0.279370	0.000967
0.039000	0.279370	0.000527
0.065000	0.279370	0.000294
0.091000	0.279370	0.000172
0.117000	0.279370	0.000111
0.130000	0.279370	0.000094

