0.000000	-0.079820	0.210670
0.013000	-0.079820	0.211236
0.039000	-0.079820	0.225870
0.065000	-0.079820	0.274857
0.091000	-0.079820	0.392683
0.117000	-0.079820	0.611229
0.130000	-0.079820	0.755468

0.000000	-0.039910	0.122487
0.013000	-0.039910	0.105575
0.039000	-0.039910	0.069025
0.065000	-0.039910	0.038714
0.091000	-0.039910	0.037031
0.117000	-0.039910	0.127708
0.130000	-0.039910	0.269902

0.000000	0.000000	0.000000
0.013000	0.000000	-0.034410
0.039000	0.000000	-0.115933
0.065000	0.000000	-0.215785
0.091000	0.000000	-0.339758
0.117000	0.000000	-0.502966
0.130000	0.000000	-0.613113

0.000000	0.039910	-0.045807
0.013000	0.039910	-0.075329
0.039000	0.039910	-0.144415
0.065000	0.039910	-0.230907
0.091000	0.039910	-0.341930
0.117000	0.039910	-0.488375
0.130000	0.039910	-0.582006

0.000000	0.079820	-0.007713
0.013000	0.079820	-0.018337
0.039000	0.079820	-0.050402
0.065000	0.079820	-0.101843
0.091000	0.079820	-0.182330
0.117000	0.079820	-0.300586
0.130000	0.079820	-0.377975

0.000000	0.119730	0.061873
0.013000	0.119730	0.062501
0.039000	0.119730	0.060829
0.065000	0.119730	0.040071
0.091000	0.119730	-0.008982
0.117000	0.119730	-0.092588
0.130000	0.119730	-0.146675

0.000000	0.159640	0.098891
0.013000	0.159640	0.109673
0.039000	0.159640	0.130046
0.065000	0.159640	0.139217
0.091000	0.159640	0.126013
0.117000	0.159640	0.081257
0.130000	0.159640	0.045160

0.000000	0.199550	0.135096
0.013000	0.199550	0.150861
0.039000	0.199550	0.186314
0.065000	0.199550	0.221110
0.091000	0.199550	0.245606
0.117000	0.199550	0.248607
0.130000	0.199550	0.239111

0.000000	0.239460	0.177333
0.013000	0.239460	0.194418
0.039000	0.239460	0.237554
0.065000	0.239460	0.293627
0.091000	0.239460	0.358375
0.117000	0.239460	0.418836
0.130000	0.239460	0.442028

0.000000	0.279370	0.206950
0.013000	0.279370	0.221135
0.039000	0.279370	0.259262
0.065000	0.279370	0.327571
0.091000	0.279370	0.433570
0.117000	0.279370	0.566484
0.130000	0.279370	0.631173

